generation,N_shifts,logPrior,logLik,eventRate,acceptRate
2490000,0,0.85162,-113.347,0.267516,0.449393
2520000,2,0.762467,-115.342,1.20542,0.449667
2550000,0,1.07034,-106.324,0.023348,0.458633
2580000,3,1.35813,-96.1478,2.27855,0.452411
2610000,0,0.782848,-119.546,0.264388,0.452041
2640000,3,-0.123505,-90.991,1.2611,0.438844
2670000,3,-2.02006,-90.5082,3.68603,0.451171
2700000,4,0.162873,-81.1789,2.37253,0.443533
2730000,0,-2.83558,-111.043,2.91599,0.449427
2760000,3,-1.88274,-98.5224,2.55518,0.4334
2790000,0,0.967388,-116.507,0.168655,0.452756
2820000,0,0.660317,-107.022,0.161378,0.4622
2850000,0,0.834651,-130.954,0.14553,0.451444
2880000,2,-2.82862,-112.287,1.78233,0.450986
2910000,0,0.26398,-98.1218,0.823372,0.459175
2940000,3,-2.33986,-112.42,1.94075,0.449578
2970000,0,0.542228,-115.532,0.0684237,0.455856
3000000,0,-0.444676,-115.317,0.284104,0.442367
3030000,2,-1.96828,-99.221,0.722363,0.45255
3060000,2,-1.43609,-108.795,2.48463,0.452833
3090000,2,-3.86652,-108.912,4.07103,0.4398
3120000,1,-0.653243,-113.352,0.71929,0.451667
3150000,0,0.17503,-127.898,0.259442,0.448603
3180000,1,-0.222795,-106.784,1.1598,0.4501
3210000,3,1.90939,-110.336,0.666326,0.4629
3240000,0,0.550162,-121.238,0.346842,0.4526
3270000,1,0.072432,-112.847,1.07615,0.447767
3300000,7,-2.39956,-105.5,3.91486,0.451283
3330000,0,1.02966,-110.286,0.114398,0.449842
3360000,0,-0.559124,-106.889,1.21985,0.451605
3390000,0,0.935386,-116.848,0.150457,0.450983
3420000,0,1.08503,-103.611,0.109543,0.452467
3450000,0,-1.07667,-106.039,1.52824,0.459878
3480000,2,1.075,-116.84,1.05798,0.443533
3510000,3,0.807474,-91.4475,1.96827,0.460327
3540000,3,-0.23523,-95.4548,2.30515,0.4513
3570000,0,-0.805899,-113.604,0.391342,0.460048
3600000,2,0.860401,-120.752,0.787311,0.4627
3630000,0,0.101074,-107.592,0.24464,0.443733
3660000,0,0.123997,-113.564,0.953172,0.455717
3690000,0,0.676014,-115.663,0.164016,0.447667
3720000,0,0.946481,-107.155,0.204627,0.454071
3750000,2,-0.668745,-109.727,2.02376,0.450843
3780000,3,1.17411,-107.142,1.33781,0.447133
3810000,5,-1.15617,-128.433,3.02719,0.453292
3840000,0,0.632641,-118.212,0.478751,0.454767
3870000,2,0.598134,-95.2543,0.521413,0.45365
3900000,2,-1.74853,-119.098,0.652048,0.452187
3930000,0,0.850081,-117.09,0.15817,0.452633
3960000,0,0.545298,-114.89,0.604258,0.455189
3990000,0,0.591697,-95.7887,0.586536,0.448267
4020000,0,0.671342,-104.755,0.0793557,0.449111
4050000,1,0.990041,-119.453,1.03257,0.446167
4080000,0,-0.320048,-110.611,0.262578,0.4498
4110000,1,0.543694,-106.755,1.44975,0.449186
4140000,2,-0.526185,-115.644,0.926108,0.462
4170000,0,0.722683,-96.635,0.439993,0.441467
4200000,1,1.32361,-102.52,0.847594,0.468892
4230000,1,-0.683159,-95.9197,2.19353,0.458983
4260000,0,0.407678,-118.976,0.664514,0.445689
4290000,1,1.86775,-104.287,0.562148,0.458922
4320000,3,0.785633,-91.1635,1.091,0.450583
4350000,0,-0.585143,-103.419,0.607711,0.4481
4380000,2,-3.35849,-114.173,3.62644,0.450722
4410000,2,0.856735,-125.888,1.06504,0.462967
4440000,1,-1.26905,-115.896,0.406366,0.458756
4470000,5,2.50377,-98.3546,2.70826,0.457904
4500000,1,1.51506,-93.7528,0.611999,0.454274
4530000,2,0.907045,-104.041,1.00099,0.446517
4560000,0,-1.23567,-114.785,0.832657,0.449333
4590000,4,-5.28448,-99.4497,5.12129,0.448639
4620000,3,-0.583691,-89.806,1.18661,0.455356
4650000,1,-0.650644,-110.536,0.442065,0.465167
4680000,3,2.18691,-105.962,1.36866,0.454753
4710000,0,-0.227955,-107.895,1.28561,0.45492
4740000,0,0.970834,-107.651,0.157005,0.448133
4770000,0,-0.268486,-113.146,0.827377,0.458078
4800000,1,0.303636,-114.324,1.58896,0.445117
4830000,1,-0.439727,-109.593,0.492423,0.456367
4860000,0,1.01666,-114.952,0.103348,0.443433
4890000,0,0.917891,-127.784,0.139466,0.456329
4920000,1,0.372786,-104.102,1.33665,0.458642
4950000,0,-0.666259,-109.331,1.06389,0.453589
4980000,1,0.76197,-98.0962,0.371261,0.450656
5010000,4,0.566102,-100.209,2.44541,0.45185
5040000,2,1.72621,-109.502,0.540735,0.451683
5070000,1,-0.206616,-99.9185,0.814997,0.4499
5100000,0,-1.99436,-114.642,0.37004,0.446
5130000,1,1.52715,-104.763,0.12822,0.447564
5160000,0,0.164561,-116.897,0.431291,0.446008
5190000,0,0.939838,-117.425,0.14196,0.442133
5220000,0,-0.151167,-108.169,0.605249,0.454033
5250000,0,0.951968,-99.584,0.01382,0.446707
5280000,0,0.81565,-103.009,0.112877,0.445267
5310000,0,0.726697,-116.318,0.28279,0.445011
5340000,0,0.118049,-108.443,1.03608,0.4433
5370000,1,0.619802,-98.6814,0.635863,0.447304
5400000,0,-1.26049,-98.4628,0.288197,0.44575
5430000,0,0.727766,-102.539,0.452441,0.448933
5460000,0,0.633965,-112.822,0.425755,0.447033
5490000,0,0.35921,-115.084,0.371479,0.457875
5520000,1,1.06252,-114.011,0.254576,0.446678
5550000,5,-1.60905,-85.1557,2.11739,0.45175
5580000,0,0.985456,-110.195,0.0421519,0.453133
5610000,1,0.553532,-109.397,1.44945,0.457175
5640000,3,0.834519,-98.1313,1.17941,0.434867
5670000,0,-0.807204,-99.1399,1.22624,0.452911
5700000,4,-1.29213,-92.6321,2.81828,0.444867
5730000,0,-0.0453638,-109.722,0.879507,0.455611
5760000,1,-0.212373,-125.918,1.44434,0.457567
5790000,0,0.827293,-106.859,0.217178,0.449733
5820000,0,-0.372381,-95.4108,0.16243,0.443433
5850000,0,0.593802,-120.884,0.466577,0.446433
5880000,0,0.997927,-113.738,0.0166555,0.457792
5910000,0,-0.162158,-120.771,0.262841,0.456869
5940000,2,0.237389,-94.3552,0.906395,0.460189
5970000,1,-0.982032,-107.49,1.20145,0.4507
6000000,3,2.43571,-111.508,0.67952,0.465283
6030000,0,0.471061,-121.626,0.406027,0.452686
6060000,0,0.76775,-101.721,0.341155,0.44765
6090000,3,-1.46617,-119.275,1.78307,0.449367
6120000,0,0.480049,-134.315,0.556703,0.450081
6150000,0,0.174122,-111.993,0.850057,0.450033
6180000,1,1.16437,-113.763,0.677912,0.449029
6210000,3,-1.69734,-121.175,3.35536,0.455683
6240000,0,0.48522,-117.278,0.516733,0.4489
6270000,0,0.710144,-119.505,0.382332,0.459433
6300000,0,0.816778,-115.618,0.200885,0.444012
6330000,1,-0.773697,-106.363,1.034,0.457975
6360000,2,-4.41793,-103.475,2.17495,0.448967
6390000,3,-4.69987,-111.592,3.46927,0.4443
6420000,0,-0.261428,-105.601,1.12974,0.449478
6450000,1,-0.702798,-118.613,1.77556,0.444933
6480000,0,0.753637,-106.679,0.316645,0.446022
6510000,1,-1.70154,-128.975,1.44891,0.451387
6540000,1,0.948707,-108.428,0.736552,0.449289
6570000,2,0.832828,-108.846,1.00527,0.447256
6600000,1,0.513569,-106.322,0.98788,0.452629
6630000,1,0.127779,-108.366,1.82785,0.446544
6660000,0,0.958041,-110.624,0.00271649,0.457017
6690000,1,1.06701,-119.067,0.825633,0.451344
6720000,0,-0.14942,-112.906,0.877112,0.454722
6750000,1,0.076713,-112.502,1.82774,0.459144
6780000,0,0.327982,-114.246,0.584251,0.452833
6810000,3,-2.64987,-113.207,1.21971,0.448756
6840000,2,1.65191,-117.353,0.411469,0.445933
6870000,1,-1.13546,-117.377,1.03847,0.445994
6900000,2,-0.139613,-95.7788,0.990998,0.454747
6930000,0,0.595766,-99.6029,0.338523,0.449293
6960000,0,0.975748,-110.735,0.148516,0.4466
6990000,4,-3.61341,-109.263,1.2794,0.446842
7020000,0,0.384074,-99.6376,0.184125,0.445867
7050000,0,-0.633975,-117.13,1.03269,0.4432
7080000,0,-0.0756307,-110.527,0.738915,0.434333
7110000,1,0.318444,-114.467,0.444141,0.444342
7140000,0,0.162271,-117.565,0.839836,0.4527
7170000,1,0.0340577,-108.23,1.60691,0.438333
7200000,0,-0.551091,-118.132,1.6188,0.446058
7230000,0,0.110005,-108.105,1.04919,0.450431
7260000,0,0.238644,-108.237,0.866793,0.448844
7290000,3,-3.26275,-94.015,2.9311,0.448362
7320000,3,-0.662498,-92.2681,3.10724,0.4464
7350000,0,-0.0630802,-123.539,1.16141,0.451613
7380000,3,-3.07855,-101.883,3.49144,0.450173
7410000,0,0.192096,-116.555,0.218689,0.454078
7440000,2,0.602727,-101.249,0.710116,0.4502
7470000,3,-1.11936,-93.6426,0.836391,0.454629
7500000,0,-0.488701,-114.707,0.566519,0.458389
7530000,1,-0.693127,-106.458,2.71122,0.448294
7560000,1,-0.116944,-103.792,1.9062,0.447883
7590000,1,1.30334,-86.2777,0.705344,0.445167
7620000,2,1.01129,-103.482,1.01615,0.4515
7650000,0,0.959572,-114.393,0.171706,0.456556
7680000,2,-1.64123,-109.026,3.60288,0.462133
7710000,0,0.74943,-115.99,0.0299859,0.451089
7740000,2,1.17775,-117.169,1.24534,0.449958
7770000,5,-8.38644,-98.7466,4.6481,0.445183
7800000,3,-0.142082,-107.078,3.40622,0.45345
7830000,0,0.489673,-115.491,0.592599,0.4488
7860000,1,1.30779,-112.709,0.940893,0.450252
7890000,3,3.49207,-91.7503,0.556274,0.458867
7920000,2,0.609442,-94.6726,1.37726,0.450308
7950000,0,0.377277,-126.788,0.262635,0.445744
7980000,1,0.366879,-100.09,0.217238,0.455233
8010000,0,0.916917,-123.073,0.112215,0.4518
8040000,0,-0.199344,-120.947,0.371694,0.464833
8070000,0,0.505176,-106.309,0.619435,0.4516
8100000,2,2.05078,-111.51,0.677296,0.451383
8130000,2,-5.56806,-113.824,1.96817,0.445813
8160000,1,1.2793,-118.208,0.454589,0.454244
8190000,1,1.15124,-111.079,0.258076,0.453939
8220000,0,0.0873281,-110.385,0.473253,0.454433
8250000,2,2.50728,-122.257,0.367903,0.446387
8280000,1,-0.74415,-105.086,1.60744,0.4423
8310000,6,-1.21014,-113.51,3.72516,0.454356
8340000,2,1.24222,-114.156,1.17024,0.451011
8370000,0,0.556067,-113.264,0.190409,0.448544
8400000,1,-2.60629,-111.214,0.498667,0.451733
8430000,1,-0.618656,-131.148,1.13173,0.45005
8460000,5,-11.4516,-93.2782,3.4456,0.45142
8490000,0,-0.847913,-107.759,2.01098,0.450433
8520000,1,-6.37232,-97.5799,1.87196,0.438867
8550000,1,-0.790037,-111.21,2.39065,0.440733
8580000,0,0.514135,-104.385,0.591218,0.456908
8610000,8,2.19591,-86.5036,4.02214,0.447333
8640000,1,1.05223,-108.905,0.53324,0.4496
8670000,1,-0.701675,-109.42,0.481878,0.452026
8700000,2,-4.76449,-101.681,1.34908,0.44425
8730000,1,-1.00649,-125.98,1.80818,0.450567
8760000,1,0.0660841,-111.726,1.11805,0.449394
8790000,0,0.256949,-102.884,0.895417,0.453825
8820000,3,-1.52886,-94.3417,2.60868,0.451986
8850000,2,-0.468146,-108.291,1.40246,0.444967
8880000,5,-0.579038,-121.467,2.83788,0.4488
8910000,0,0.454525,-115.225,0.544744,0.451833
8940000,4,-2.21229,-105.751,2.82744,0.448376
8970000,1,0.189404,-130.6,0.68823,0.451
9000000,1,-2.18289,-107.812,2.21407,0.452467
9030000,0,0.868218,-117.526,0.238654,0.4467
9060000,0,0.482134,-106.265,0.509918,0.449333
9090000,0,-0.392196,-100.457,1.43798,0.451467
9120000,0,1.01659,-114.647,0.0302674,0.451142
9150000,0,0.233801,-105.658,0.902403,0.452143
9180000,0,0.290625,-114.915,0.834527,0.437067
9210000,2,-3.9033,-115.575,3.92072,0.451833
9240000,0,0.311168,-102.494,0.00337854,0.448433
9270000,0,0.0432206,-112.434,0.83246,0.4469
9300000,0,0.141288,-115.716,0.411805,0.449467
9330000,3,1.71851,-108.796,0.885299,0.447833
9360000,1,-1.91902,-112.963,2.95139,0.457617
9390000,3,-2.9831,-128.802,3.94437,0.462333
9420000,1,1.92998,-117.713,0.228464,0.451031
9450000,1,-0.57359,-108.246,0.143527,0.455217
9480000,0,-0.142773,-121.024,0.0243825,0.451877
9510000,0,-0.99705,-103.779,2.16464,0.450033
9540000,0,0.398246,-117.638,0.54517,0.450419
9570000,0,0.600168,-101.337,0.109966,0.460033
9600000,1,2.05305,-104.839,0.0225619,0.456653
9630000,1,1.22945,-99.8843,0.734875,0.441967
9660000,6,-1.16128,-109.988,3.23536,0.447156
9690000,0,1.15105,-97.3344,0.00920065,0.448783
9720000,0,0.797478,-114.866,0.319114,0.454233
9750000,0,0.842305,-126.975,0.252024,0.454567
9780000,0,0.818212,-106.395,0.338967,0.448036
9810000,1,0.321778,-107.474,0.796748,0.446417
9840000,2,-1.00509,-108.971,2.73847,0.4561
9870000,0,0.614128,-108.801,0.544879,0.452375
9900000,0,-0.7776,-109.496,1.90212,0.445967
9930000,1,0.530429,-100.948,0.695244,0.450804
9960000,2,-1.05504,-100.993,1.06926,0.4538
9990000,1,-0.590918,-106.236,0.627815,0.4437
10020000,3,0.901789,-103.395,1.93078,0.445558
10050000,0,0.720811,-107.367,0.0251619,0.455811
10080000,1,-0.411481,-100.262,1.33761,0.44665
10110000,0,1.08196,-98.8801,0.0815742,0.4533
10140000,2,-0.435187,-109.83,0.618498,0.451
10170000,0,1.13237,-105.743,0.0394834,0.446683
10200000,0,0.213036,-114.941,0.510772,0.4452
10230000,0,0.820301,-114.865,0.0991655,0.452933
10260000,0,0.72649,-124.264,0.321219,0.440733
10290000,0,0.927529,-112.636,0.121469,0.453817
10320000,0,0.544488,-111.392,0.296166,0.451944
10350000,0,-0.886357,-105.994,1.95931,0.4595
10380000,4,1.89942,-98.0114,1.31746,0.452363
10410000,0,-2.21119,-121.248,0.995517,0.4442
10440000,0,0.761112,-110.015,0.369981,0.448253
10470000,1,1.10417,-111.618,0.210629,0.4514
10500000,0,-0.228467,-118.452,1.36105,0.450083
10530000,0,-0.0826568,-114.181,1.16353,0.450819
10560000,2,-2.00677,-106.687,0.443491,0.4518
10590000,2,0.885663,-118.841,1.56637,0.453858
10620000,0,0.792708,-107.886,0.365292,0.455878
10650000,2,2.08049,-115.478,0.671931,0.4627
10680000,3,-1.43837,-97.7962,1.7639,0.440933
10710000,0,0.0931374,-124.524,0.21021,0.457942
10740000,3,-0.400851,-103.314,1.05654,0.458148
10770000,0,1.07491,-92.1774,0.0286152,0.456433
10800000,1,-0.381197,-89.7175,0.595697,0.452167
10830000,0,0.293399,-106.075,0.795112,0.447867
10860000,0,0.861157,-102.363,0.290172,0.449789
10890000,0,0.93018,-104.748,0.187232,0.44985
10920000,4,-1.53535,-102.965,1.95999,0.45095
10950000,0,0.971602,-102.499,0.0454424,0.4473
10980000,1,1.11989,-109.662,0.798802,0.450958
11010000,2,-2.77502,-106.111,3.6351,0.4536
11040000,1,0.221847,-84.4987,0.317607,0.445017
11070000,2,-0.619799,-105.35,1.08065,0.451411
11100000,1,-2.25445,-101.102,0.775062,0.44865
11130000,1,-2.74154,-97.154,1.04225,0.456233
11160000,0,-0.00212369,-117.825,0.849165,0.457833
11190000,1,-1.39854,-99.9422,0.71287,0.460333
11220000,1,-0.222854,-116.147,0.865552,0.462648
11250000,1,-2.22747,-97.58,1.61778,0.456433
11280000,1,-0.346333,-98.2995,0.84464,0.45915
11310000,0,0.449589,-107.895,0.652338,0.44415
11340000,2,0.748708,-100.463,1.22823,0.457036
11370000,0,0.555455,-96.1222,0.171627,0.4498
11400000,0,1.04393,-110.108,0.103834,0.4434
11430000,0,0.70097,-112.149,0.29895,0.448742
11460000,1,0.730451,-111.78,0.211682,0.4556
11490000,0,0.398768,-100.96,0.239986,0.458456
11520000,1,0.899155,-116.582,1.00698,0.445333
11550000,2,2.47534,-103.337,0.613376,0.4484
11580000,1,-0.427419,-107.723,1.77225,0.460506
11610000,1,-0.982019,-97.7844,1.68769,0.447261
11640000,4,-0.986759,-110.257,1.0277,0.447933
11670000,1,0.417175,-119.31,1.48707,0.451344
11700000,0,0.184781,-115.167,0.948839,0.452129
11730000,1,-0.484871,-108.602,1.38906,0.450567
11760000,3,0.0773388,-93.2176,1.74863,0.445333
11790000,1,-6.90577,-113.876,2.10245,0.447883
11820000,0,1.16888,-104.977,0.0166585,0.451137
11850000,2,1.23298,-104.659,0.738115,0.444433
11880000,1,1.36327,-124.263,0.516525,0.453367
11910000,0,0.703772,-113.889,0.296678,0.459833
11940000,5,-1.12399,-114.715,4.47391,0.446211
11970000,0,-0.130731,-108.76,1.2482,0.451733
12000000,0,0.931245,-112.167,0.0900637,0.4396
12030000,0,0.92104,-99.0469,0.062968,0.457775
12060000,1,1.51917,-113.621,0.139127,0.450592
12090000,0,-0.315291,-108.751,1.08652,0.450811
12120000,2,0.248584,-111.955,1.96696,0.448233
12150000,4,2.06279,-107.837,1.81002,0.450433
12180000,2,-2.78326,-106.536,0.899067,0.448333
12210000,1,-1.96528,-96.5362,2.23771,0.454456
12240000,1,1.58599,-101.045,0.35482,0.447305
12270000,8,-4.21843,-117.718,2.99161,0.450967
12300000,1,-0.362961,-112.833,0.880855,0.452733
12330000,2,1.22722,-104.26,1.18455,0.442167
12360000,6,1.84103,-114.474,1.59636,0.452133
12390000,1,0.0853422,-99.0047,0.994122,0.45435
12420000,3,-2.98399,-110.33,4.25135,0.448825
12450000,3,0.655686,-92.7921,0.672589,0.452658
12480000,1,1.64789,-109.062,0.443394,0.45
12510000,3,-1.07689,-92.9517,2.08145,0.453483
12540000,1,0.241921,-96.9793,1.97302,0.445492
12570000,1,0.582609,-101.693,0.286633,0.449933
12600000,1,0.0899642,-104.023,1.8869,0.44495
12630000,0,-0.186383,-103.912,0.322853,0.460633
12660000,2,-0.853592,-100.593,2.04313,0.448093
12690000,1,1.29234,-110.115,0.556123,0.450089
12720000,2,1.28644,-107.154,1.501,0.448767
12750000,0,0.904425,-116.282,0.211386,0.457917
12780000,2,0.339749,-91.2912,2.50107,0.455583
12810000,0,-0.356274,-116.574,0.774348,0.449573
12840000,1,0.54583,-114.12,0.939208,0.450878
12870000,1,-0.578305,-117.942,1.34903,0.448633
12900000,1,1.13368,-102.391,0.128349,0.448056
12930000,0,0.233114,-104.021,0.42538,0.444167
12960000,0,0.599877,-125.812,0.171944,0.453
12990000,0,0.243601,-95.0153,0.675699,0.452824
13020000,1,0.318202,-112.595,1.6933,0.454939
13050000,1,0.0862462,-102.928,1.61606,0.452856
13080000,1,-1.39308,-114.607,3.48942,0.452811
13110000,5,-2.6885,-93.3586,2.90197,0.45195
13140000,0,-0.959718,-98.9817,1.87076,0.456992
13170000,0,0.0208954,-103.799,0.669036,0.450633
13200000,3,1.40251,-118.677,1.51336,0.455
13230000,1,-0.499851,-97.7606,2.31309,0.448682
13260000,0,0.896954,-106.146,0.24705,0.4404
13290000,0,0.310394,-111.765,0.514385,0.450717
13320000,2,-1.2941,-99.3052,1.55265,0.453733
13350000,3,-0.201693,-90.7385,2.34743,0.461433
13380000,0,0.643639,-108.678,0.257503,0.45022
13410000,0,0.269542,-118.552,0.680207,0.446333
13440000,4,-0.498139,-77.3266,0.911517,0.444022
13470000,4,1.32679,-113.531,2.09921,0.452467
13500000,5,-7.88553,-91.8964,2.0089,0.44175
13530000,2,0.280664,-102.03,1.22009,0.430733
13560000,1,0.0975493,-113.647,0.569152,0.454357
13590000,0,0.795417,-104.331,0.325361,0.448867
13620000,2,2.66203,-95.5026,0.405815,0.459633
13650000,1,-0.157931,-110.682,2.05662,0.4588
13680000,0,0.313257,-110.137,0.811616,0.457693
13710000,5,1.93734,-118.715,1.89562,0.4495
13740000,1,1.86399,-84.5839,0.20929,0.447567
13770000,0,-2.04351,-115.917,0.297241,0.45593
13800000,3,0.965897,-91.64,0.899947,0.454019
13830000,0,-0.802526,-115.916,0.765753,0.471583
13860000,6,-3.16282,-118.949,2.00176,0.4631
13890000,2,0.616042,-90.1396,1.67757,0.454583
13920000,2,-0.688348,-98.7719,1.13092,0.459339
13950000,0,0.990595,-123.844,0.0958476,0.45144
13980000,1,-4.32388,-113.625,1.33215,0.453244
14010000,0,0.837325,-101.912,0.220233,0.451717
14040000,0,0.72097,-110.466,0.217471,0.438967
14070000,1,-0.814885,-118.474,0.0917833,0.45066
14100000,0,0.738473,-102.451,0.430349,0.445233
14130000,1,1.30803,-111.637,0.200445,0.4577
14160000,4,2.5576,-96.6409,0.896957,0.4491
14190000,0,-0.144721,-102.398,0.257536,0.438933
14220000,3,0.243718,-116.323,2.54921,0.446267
14250000,2,-1.36378,-118.058,1.05899,0.452044
14280000,0,0.080599,-110.803,0.648516,0.4531
14310000,0,0.488766,-104.262,0.0699423,0.446
14340000,0,0.792763,-108.423,0.311922,0.44714
14370000,0,0.333836,-110.067,0.300477,0.451633
14400000,2,-0.99875,-106.512,1.62175,0.444633
14430000,7,-2.97674,-104.299,3.30636,0.460067
14460000,0,0.577037,-122.32,0.112099,0.448796
14490000,0,0.962739,-109.238,0.194802,0.4508
14520000,2,0.12341,-105.202,1.58944,0.447233
14550000,0,0.629806,-98.5852,0.0498811,0.449617
14580000,1,0.109368,-116.489,1.03987,0.453547
14610000,0,0.327261,-121.499,0.0856369,0.450867
14640000,1,-0.456444,-122.151,0.850299,0.445342
14670000,1,-1.18827,-114.242,1.31078,0.450483
14700000,0,-0.290571,-115.727,1.35571,0.448783
14730000,1,-0.190174,-103.311,0.533461,0.447133
14760000,0,0.616218,-115.789,0.467454,0.453933
14790000,1,-1.21549,-112.888,1.29454,0.448579
14820000,1,-0.8595,-105.495,1.17022,0.452278
14850000,4,-3.55914,-95.0471,3.69498,0.459283
14880000,0,1.15721,-105.733,0.00527312,0.454983
14910000,1,-0.0583601,-119.867,1.81789,0.452533
14940000,0,-0.224148,-107.471,1.00449,0.4487
14970000,0,0.879586,-109.278,0.207622,0.450122
15000000,3,0.182172,-104.702,1.56464,0.4499
15030000,2,-3.93479,-101.66,1.90763,0.452389
15060000,3,-6.11495,-115.709,1.97887,0.440833
15090000,0,1.03947,-115.2,0.0500137,0.452693
15120000,1,-3.31055,-105.897,2.28356,0.44455
15150000,1,1.2718,-116.537,0.21265,0.452887
15180000,0,-0.577757,-119.729,1.49455,0.448322
15210000,1,-0.511396,-116.063,1.36265,0.441867
15240000,4,1.84956,-114.019,1.47211,0.446683
15270000,5,-1.31696,-109.782,2.68688,0.449567
15300000,0,0.823474,-98.3058,0.348115,0.449745
15330000,1,-0.0167955,-106.737,1.79566,0.447886
15360000,0,0.89497,-122.112,0.243947,0.448033
15390000,0,0.689275,-109.79,0.160821,0.4471
15420000,0,-0.503857,-100.278,0.742132,0.448033
15450000,0,0.58182,-119.267,0.515925,0.452817
15480000,4,-1.98002,-111.277,3.01377,0.458
15510000,0,-2.29134,-112.538,0.526729,0.446095
15540000,5,0.0834997,-102.177,3.38646,0.439033
15570000,3,0.344232,-83.4746,1.77538,0.445844
15600000,4,-2.43659,-91.5937,1.89777,0.440133
15630000,1,0.337947,-122.734,0.919783,0.44789
15660000,5,-1.2715,-93.0531,3.69488,0.436017
15690000,5,-2.13392,-83.669,5.32551,0.437567
