generation,N_shifts,logPrior,logLik,eventRate,acceptRate
1440000,5,2.99986,200.06,1.9241,0.157142
1470000,3,3.38537,170.278,2.00251,0.197719
1500000,3,-0.682531,200.878,1.3323,0.150217
1530000,5,0.25316,205.115,3.92409,0.154153
1560000,3,0.343346,188.855,2.98805,0.186567
1590000,3,4.36498,184.727,1.06425,0.154078
1620000,3,-2.049,191.228,2.05388,0.155056
1650000,3,2.64585,181.264,1.01103,0.156189
1680000,3,-1.03094,187.722,1.40305,0.153344
1710000,4,-5.60534,180.121,3.59172,0.156878
1740000,3,-3.41232,176.729,2.33822,0.156733
1770000,3,2.87881,192.691,1.09917,0.159433
1800000,4,1.99361,169.249,3.42494,0.153767
1830000,5,3.61075,191.814,1.9836,0.153924
1860000,3,3.553,184.313,2.36627,0.1534
1890000,3,3.28484,204.601,2.59346,0.153613
1920000,3,-0.617904,183.159,1.69318,0.1487
1950000,3,-0.724538,194.221,2.63632,0.152358
1980000,4,-0.110019,177.645,3.0489,0.159875
2010000,3,1.7968,193.51,1.32374,0.155733
2040000,5,-0.11468,191.156,3.31189,0.157242
2070000,5,1.8889,198.521,2.9883,0.157007
2100000,4,4.21867,187.973,1.1413,0.149833
2130000,3,-0.583826,190.681,1.9308,0.156033
2160000,4,1.76369,196.362,1.73099,0.153067
2190000,6,5.28216,178.849,4.74249,0.156405
2220000,3,4.75549,197.76,1.4485,0.14999
2250000,3,0.0608331,198.027,3.27185,0.152689
2280000,4,0.355232,181.073,2.6564,0.149033
2310000,5,0.649264,214.896,2.72902,0.151278
2340000,3,0.156121,200.689,0.509441,0.154167
2370000,3,-2.12912,187.765,1.91988,0.153467
2400000,3,0.866822,194.567,1.26167,0.151561
2430000,3,-1.1138,195.435,2.19289,0.149167
2460000,4,3.49979,197.438,2.17725,0.1482
2490000,4,-0.945219,185.819,1.94003,0.16677
2520000,4,5.36153,198.833,1.82646,0.156883
2550000,3,0.446582,196.543,3.94872,0.15274
2580000,4,-5.94074,207.241,3.97679,0.156954
2610000,3,-7.10892,173.638,2.1006,0.156667
2640000,4,-3.51962,175.065,1.6897,0.15502
2670000,4,2.79301,169.748,2.3295,0.162667
2700000,4,0.342951,191.243,3.94785,0.154393
2730000,3,-0.106896,191.865,2.6192,0.154667
2760000,4,5.29503,193.319,1.87405,0.152237
2790000,3,1.56178,191.274,0.937426,0.1583
2820000,3,4.80064,183.07,1.61463,0.165287
2850000,2,-3.15493,174.039,3.61655,0.157167
2880000,4,3.37391,158.618,0.658979,0.159222
2910000,6,4.32789,205.809,2.60474,0.154567
2940000,2,2.9648,158.066,1.01027,0.185822
2970000,2,1.74999,171.88,1.94262,0.195367
3000000,4,-3.13504,182.392,3.17836,0.150022
3030000,3,-4.95799,190.459,2.62299,0.151804
3060000,3,2.04888,190.998,1.90855,0.162133
3090000,6,4.96178,202.84,2.54912,0.147883
3120000,2,-0.165994,176.954,1.61717,0.186153
3150000,2,1.08412,166.111,3.19027,0.191267
3180000,2,1.54153,178.11,0.783644,0.182133
3210000,3,-3.4675,201.506,3.56034,0.150693
3240000,4,0.567308,203.621,1.95853,0.154942
3270000,5,5.57501,187.901,1.32895,0.143883
3300000,3,1.23193,162.606,1.91176,0.155733
3330000,2,2.18046,167.958,0.621957,0.18582
3360000,3,2.44652,192.008,1.36656,0.156989
3390000,3,-0.44009,156.652,3.43083,0.15968
3420000,3,4.81641,185.209,0.814838,0.15515
3450000,3,-4.8021,193.507,1.18717,0.150356
3480000,4,3.47051,188.607,2.43096,0.158533
3510000,2,0.969529,164.793,2.88481,0.203606
3540000,3,-1.43843,200.541,2.07337,0.15535
3570000,3,-3.46199,188.416,3.39713,0.158733
3600000,2,3.99679,150.258,0.756367,0.212511
3630000,4,1.70937,210.066,3.14052,0.1531
3660000,4,0.951459,179.396,2.44449,0.2031
3690000,3,-2.61479,214.719,1.60076,0.1589
3720000,3,-2.194,184.249,0.91456,0.148856
3750000,4,-4.76696,188.514,5.49245,0.151667
3780000,2,3.91343,166.052,1.3456,0.182058
3810000,3,-2.59425,201.364,2.05726,0.149754
3840000,4,0.969994,207.733,1.70202,0.149033
3870000,4,-7.25068,187.095,3.92295,0.144633
3900000,3,0.0223231,199.851,2.12862,0.15898
3930000,5,3.5875,191.629,1.9343,0.148917
3960000,2,2.32815,181.693,1.77646,0.1869
3990000,3,-2.58053,188.002,1.46305,0.15785
4020000,5,-2.93754,205.024,1.16326,0.147433
4050000,3,2.53242,185.756,0.880609,0.157313
4080000,3,3.44796,192.991,0.338147,0.1479
4110000,3,1.73946,165.929,2.11729,0.150856
4140000,4,4.87488,167.762,2.42295,0.188867
4170000,3,-2.68848,191,3.51441,0.1576
4200000,5,0.400389,188.815,2.50392,0.176933
4230000,3,-1.42136,189.617,1.93959,0.156067
4260000,3,4.31085,174.92,1.18143,0.187257
4290000,3,2.12223,177.881,2.81628,0.188767
4320000,3,-2.6141,197.643,2.24418,0.153242
4350000,3,-2.92536,180.02,3.44435,0.160533
4380000,3,2.33485,187.653,2.47107,0.155287
4410000,3,-0.746658,171.821,1.50457,0.173717
4440000,2,2.07687,161.788,2.43384,0.187873
4470000,3,-1.28014,175.474,1.59122,0.156538
4500000,4,-0.213838,188.792,1.62427,0.156008
4530000,3,-3.4109,185.166,3.83246,0.147917
4560000,2,3.07031,171.056,1.61078,0.190583
4590000,6,5.61812,177.036,2.46736,0.175511
4620000,4,3.73239,184.149,2.43529,0.168867
4650000,4,2.47402,165.363,2.01046,0.1742
4680000,3,1.72016,155.113,1.20677,0.190125
4710000,3,-1.72148,179.737,1.64379,0.150986
4740000,4,0.150284,188.005,1.85251,0.153138
4770000,4,-3.92716,198.31,4.09489,0.150667
4800000,7,2.56197,198.774,5.59426,0.148133
4830000,3,-5.05205,189.583,2.26424,0.155433
4860000,4,4.25769,197.44,1.15885,0.156433
4890000,3,-1.93072,188.793,1.12664,0.166325
4920000,3,-0.0581896,182.191,2.06073,0.154533
4950000,3,-0.877015,196.704,1.16163,0.150033
4980000,3,-5.21991,178.916,1.55882,0.150581
5010000,7,3.83002,194.364,6.29424,0.152487
5040000,2,2.75382,171.433,0.487623,0.191703
5070000,3,2.61242,170.825,1.98906,0.191967
5100000,3,1.84678,191.292,1.62482,0.154427
5130000,4,3.74616,200.137,1.97118,0.1492
5160000,2,2.80687,166.895,1.15437,0.190878
5190000,3,-1.11866,169.967,2.25067,0.188067
5220000,3,-6.01433,199.722,1.4984,0.156033
5250000,4,1.35895,176.545,1.62226,0.158092
5280000,3,2.92029,188.934,1.21177,0.152917
5310000,4,2.9505,178.399,1.47497,0.157383
5340000,3,0.759267,196.736,2.00268,0.157467
5370000,5,2.68139,190.261,2.34678,0.151733
5400000,3,1.14613,199.474,0.645333,0.1774
5430000,3,2.62221,181.316,2.12587,0.165358
5460000,4,-3.63273,178.067,1.96263,0.161167
5490000,3,-0.0479878,198.051,1.89344,0.154967
5520000,4,-0.26204,207.951,0.763895,0.15525
5550000,3,3.98361,178.872,2.26757,0.196856
5580000,3,-0.559414,174.567,1.81694,0.1865
5610000,3,3.8703,172.325,1.38646,0.192067
5640000,3,-2.09061,179.576,1.38757,0.156525
5670000,4,1.57556,181.132,2.79719,0.154178
5700000,3,1.4254,189.52,1.43226,0.151333
5730000,4,1.98788,172.619,2.74109,0.163478
5760000,4,-1.31074,198.342,3.0895,0.1508
5790000,3,-0.449984,175.897,2.44088,0.18475
5820000,3,4.73768,170.217,1.59979,0.185448
5850000,4,0.816942,200.878,2.76914,0.159811
5880000,5,1.87767,194.633,2.07241,0.1584
5910000,5,-0.243138,203.603,1.98689,0.1531
5940000,3,-4.91597,197.694,2.65038,0.15442
5970000,5,1.15299,192.594,2.14732,0.163217
6000000,3,-1.95933,186.476,2.55422,0.151633
6030000,3,-1.72039,202.711,1.23825,0.144733
6060000,3,-0.753926,170.111,1.14724,0.154293
6090000,2,1.99479,161.941,0.2615,0.186874
6120000,4,1.15049,195.63,0.837718,0.154028
6150000,3,-0.359947,217.129,2.91909,0.1522
6180000,3,1.04525,189.401,1.96416,0.145733
6210000,3,-1.06589,162.523,1.8051,0.187383
6240000,3,0.213041,190.126,2.90004,0.14725
6270000,3,1.77533,195.386,2.0389,0.157967
6300000,4,2.31091,188.523,3.31555,0.152654
6330000,4,1.91048,195.119,1.63068,0.152989
6360000,5,-2.26604,172.913,2.09213,0.18744
6390000,4,5.29052,177.518,1.83446,0.1515
6420000,4,2.93449,182.05,2.81286,0.154233
6450000,3,1.47733,161.125,2.22323,0.15896
6480000,3,3.64693,175.398,2.50492,0.186408
6510000,3,-1.09396,173.122,1.05756,0.187567
6540000,4,0.367577,182.293,1.34623,0.152142
6570000,3,-2.59305,192.152,2.26656,0.178908
6600000,3,0.477661,177.657,2.1684,0.174467
6630000,3,-0.876539,193.55,2.64812,0.157656
6660000,3,-0.711762,177.271,3.98385,0.153185
6690000,4,1.1433,175.909,2.33679,0.158633
6720000,3,-0.826125,196.385,2.16799,0.170142
6750000,4,-0.707951,182.278,0.95626,0.155567
6780000,3,2.40552,172.67,1.82939,0.152808
6810000,4,4.78116,181.201,0.980329,0.15725
6840000,3,0.118596,192.235,1.14843,0.154558
6870000,4,-0.936204,183.485,2.21468,0.149967
6900000,3,-0.857591,207.517,1.05013,0.147167
6930000,4,-0.00675479,189.261,2.30801,0.149533
6960000,7,-4.34983,197.03,6.13278,0.148661
6990000,3,5.24677,173.566,1.27975,0.187158
7020000,4,-0.832381,197.483,1.61636,0.150693
7050000,4,4.13871,201.214,1.78421,0.153742
7080000,3,1.49336,195.221,1.16614,0.143533
7110000,5,-3.89674,192.014,3.25546,0.1482
7140000,3,-3.40084,186.483,4.54617,0.150667
7170000,3,-2.13596,202.838,1.61435,0.152233
7200000,4,1.42072,179.668,1.35841,0.158733
7230000,6,3.4467,183.017,1.29405,0.168133
7260000,4,-1.0583,168.335,2.9308,0.186033
7290000,4,-3.69031,192.537,5.0422,0.1676
7320000,3,2.77621,183.248,0.843511,0.172167
7350000,4,5.37285,188.027,2.27648,0.1819
7380000,4,-0.692508,181.874,4.11606,0.154656
7410000,4,-1.64543,168.861,5.6923,0.1591
7440000,4,3.79858,193.784,1.49486,0.178389
7470000,4,-2.18643,194.788,2.39228,0.165433
7500000,5,-0.481237,188.3,2.8647,0.157233
7530000,4,5.54435,184.368,1.37303,0.151895
7560000,4,-5.87065,189.227,2.83323,0.153133
7590000,3,-1.49909,186.629,1.05046,0.15215
7620000,3,-1.64974,200.696,1.57526,0.160033
7650000,3,0.949136,169.294,1.79381,0.160078
7680000,3,1.92816,185.21,0.640353,0.169433
7710000,3,-1.27353,185.853,0.858369,0.179014
7740000,4,1.55169,165.959,2.29238,0.162144
7770000,3,-2.5495,185.615,2.18767,0.166967
7800000,5,2.56056,189.254,3.97678,0.165433
7830000,3,-5.66609,201.057,5.88595,0.156708
7860000,3,-1.95672,194.215,3.42392,0.152463
7890000,5,-3.58274,187.465,3.80583,0.149183
7920000,3,-1.29031,178.962,0.716668,0.166375
7950000,5,-3.31127,204.359,4.20533,0.155667
7980000,4,-2.44268,188.046,2.34249,0.161417
8010000,3,1.6654,183.262,1.00884,0.150817
8040000,3,-1.7294,188.574,1.6525,0.1739
8070000,3,-1.85863,199.118,1.77764,0.151976
8100000,3,2.60581,192.012,2.26358,0.149467
8130000,3,1.90176,194.009,1.75403,0.157244
8160000,3,-3.52622,178.741,2.09282,0.151887
8190000,5,3.18194,183.554,3.58095,0.160933
8220000,3,-3.38701,186.288,4.13516,0.1572
8250000,5,-0.641825,196.814,2.6197,0.155633
8280000,3,1.80796,169.226,1.12516,0.154867
8310000,2,1.14151,163.311,2.32236,0.191096
8340000,3,-0.316638,206.7,0.931124,0.154867
8370000,3,0.0709315,179.65,1.41223,0.159141
8400000,3,0.389204,200.592,1.65068,0.150333
8430000,3,-0.512446,199.165,1.81634,0.153883
8460000,4,2.01316,179.43,3.85126,0.18612
8490000,5,-2.98547,189.725,4.24383,0.152911
8520000,4,3.28791,201.48,1.99868,0.1566
8550000,5,3.03438,196.059,2.04566,0.144433
8580000,3,-3.77631,185.886,1.62534,0.152429
8610000,3,5.4417,191.777,1.34479,0.152583
8640000,3,1.88029,169.226,1.45378,0.147033
8670000,5,2.93507,194.934,1.75317,0.150933
8700000,4,-2.05811,192.302,2.41895,0.151111
8730000,4,-1.50323,192.223,1.16223,0.14925
8760000,3,-0.33257,190.347,2.56304,0.155783
8790000,4,2.30664,179.399,3.69708,0.153448
8820000,3,-4.49473,197.274,1.75384,0.152867
8850000,4,1.40267,180.53,1.68441,0.159433
8880000,3,-2.24347,187.81,2.12016,0.157267
8910000,4,-0.230888,197.715,3.13977,0.1488
8940000,5,-1.78335,202.253,4.23669,0.153287
8970000,5,6.8302,198.709,1.94968,0.151883
9000000,4,1.6615,178.906,1.51982,0.1603
9030000,4,2.57715,179.095,1.63282,0.153156
9060000,5,4.87722,171.956,2.07927,0.193438
9090000,3,-3.62868,209.461,1.22584,0.151556
9120000,4,1.03221,169.507,1.63999,0.185433
9150000,4,1.81844,199.546,2.78873,0.154458
9180000,2,1.6973,173.089,1.86602,0.183758
9210000,3,-4.75313,201.612,2.1802,0.14835
9240000,3,-0.212408,201.105,1.10971,0.160333
9270000,3,1.74889,199.628,2.53162,0.151867
9300000,3,-1.94271,188.228,2.92677,0.148
9330000,5,5.47314,174.442,1.71284,0.155367
9360000,6,-0.272238,189.06,2.79106,0.159108
9390000,5,2.27046,212.102,1.97948,0.15595
9420000,4,1.88308,169.058,3.58216,0.185929
9450000,3,-7.49899,194.38,2.49138,0.149417
9480000,5,0.713331,208.673,1.66509,0.146067
9510000,4,-2.03489,198.221,4.54144,0.169387
9540000,5,-1.99613,177.533,4.71373,0.153067
9570000,2,0.460031,184.707,2.79255,0.18682
9600000,3,-1.41206,193.34,3.42597,0.176433
9630000,5,0.502219,190.559,2.91142,0.150987
9660000,2,1.1081,166.165,1.50492,0.186033
9690000,4,0.804567,193.826,1.87634,0.148183
9720000,6,3.66644,202.261,5.15064,0.148775
9750000,3,2.29043,193.762,1.65599,0.1587
9780000,4,1.69521,191.67,1.61797,0.140267
9810000,3,4.82253,167.526,0.862706,0.163052
9840000,7,7.41472,211.843,3.03459,0.1715
9870000,4,3.52658,167.273,3.18007,0.152028
9900000,4,-5.77585,197.048,1.50934,0.173833
9930000,4,0.975147,194.321,3.5298,0.15615
9960000,3,-6.62287,195.447,3.04812,0.155472
9990000,5,3.82573,197.571,2.65898,0.160113
10020000,3,1.22297,193.184,2.3619,0.147711
10050000,3,2.63502,194.903,2.06394,0.145133
10080000,4,2.70694,176.337,2.3349,0.1564
10110000,3,-1.67762,187.939,1.26602,0.1566
10140000,3,-2.23456,198.188,2.78095,0.149708
10170000,3,-0.566691,194.258,0.999389,0.14961
10200000,3,-0.12817,188.392,1.16212,0.155217
10230000,3,-1.19043,167.651,1.34146,0.163317
10260000,6,4.40767,194.002,2.36115,0.151628
10290000,3,-1.23965,195.083,1.45439,0.151775
10320000,3,-3.57703,202.386,3.86619,0.150008
10350000,5,5.63028,186.648,1.67789,0.152444
10380000,4,4.43004,190.464,2.33682,0.1591
10410000,5,0.877352,215.713,3.22718,0.151833
10440000,4,2.91975,192.951,2.74553,0.156133
10470000,5,2.58226,200.298,3.0781,0.14555
10500000,3,-4.13767,197.349,2.47468,0.149117
10530000,3,2.73275,179.406,2.29154,0.151722
10560000,4,1.64006,198.798,2.92538,0.152856
10590000,3,-4.51526,185.028,1.8346,0.150658
10620000,3,-1.2214,191.575,1.41008,0.155967
10650000,3,-2.31111,189.553,1.95034,0.148467
10680000,3,-5.64877,194.482,0.984957,0.150744
10710000,3,-0.416632,201.325,2.25762,0.154133
10740000,4,-0.0908834,192.454,2.02132,0.1535
10770000,4,-2.95031,187.496,3.60218,0.170633
10800000,4,1.08419,205.933,1.1049,0.151989
10830000,5,3.12221,190.119,1.44817,0.143033
10860000,3,-0.577572,207.342,1.06092,0.153994
10890000,3,1.77922,187.416,1.82103,0.176367
10920000,4,2.15586,193.936,5.09366,0.1568
10950000,4,-1.78111,198.322,2.19173,0.163167
10980000,3,2.87121,191.421,0.452765,0.153933
11010000,3,0.350495,168.246,3.76695,0.153378
11040000,5,1.10463,163.078,5.21879,0.160805
11070000,5,2.79582,178.619,1.97484,0.158719
11100000,3,3.42719,176.014,0.743245,0.182367
11130000,3,0.748837,168.734,2.22691,0.184889
11160000,3,2.81589,182.186,1.98058,0.176573
11190000,3,-2.25023,184.679,1.42595,0.1656
11220000,4,5.0567,198.458,1.94441,0.163533
11250000,4,2.13197,191.181,2.66255,0.18253
11280000,3,1.44323,181.272,1.61744,0.171925
11310000,7,3.4112,190.374,3.78963,0.158217
11340000,4,2.39994,184.889,2.00971,0.161817
11370000,4,-1.07137,194.028,1.92557,0.174083
11400000,4,1.62801,193.937,2.91315,0.156522
11430000,5,3.46952,199.57,1.52432,0.156767
11460000,3,0.482402,186.31,3.05489,0.157847
11490000,4,3.16544,177.814,1.64475,0.153667
11520000,4,-1.35437,188.202,4.62718,0.15564
11550000,3,0.58902,184.858,2.62973,0.1557
11580000,4,-1.13925,205.399,2.12152,0.153842
11610000,3,-0.563811,191.405,0.934695,0.159878
11640000,2,4.4391,174.163,0.30713,0.169356
11670000,5,2.30674,187.413,2.8223,0.1517
11700000,3,2.8824,195.988,2.7132,0.1477
11730000,3,2.89649,183.547,1.76393,0.1852
11760000,5,-3.13712,177.541,4.61431,0.15435
11790000,4,4.44773,185.906,1.76087,0.1497
11820000,3,3.56155,190.052,1.69748,0.158605
11850000,3,2.30375,181.365,2.3128,0.152633
11880000,3,0.719386,196.176,1.65553,0.152633
11910000,6,4.51629,173.259,4.15103,0.186456
11940000,6,7.98561,197.392,3.85007,0.148527
11970000,4,-5.17925,199.278,1.49549,0.149667
12000000,4,-1.80428,201.043,4.44237,0.136967
12030000,3,2.74364,181.776,2.10397,0.156033
12060000,2,0.170031,154.772,1.01828,0.160848
12090000,3,3.32715,173.508,0.859258,0.187528
12120000,3,0.198389,176.091,0.973321,0.153583
12150000,4,1.82815,206.915,2.89682,0.155292
12180000,6,2.02495,198.559,3.80068,0.148833
12210000,3,-1.8502,180.345,4.28485,0.1536
12240000,6,1.26434,179.185,5.00846,0.15305
12270000,3,1.00779,187.039,1.64849,0.1546
12300000,2,2.05875,174.517,1.70346,0.187662
12330000,4,1.35789,188.93,1.40522,0.154589
12360000,3,-1.09593,182.862,2.42447,0.18951
12390000,5,-2.76578,184.07,2.15012,0.1512
12420000,3,2.45106,184.712,1.47706,0.15396
12450000,6,0.85054,199.594,5.03459,0.15595
12480000,2,0.91941,166.622,1.73813,0.188189
12510000,3,3.68245,167.692,2.41257,0.186627
12540000,2,2.26334,159.538,2.06405,0.1939
12570000,3,-0.661927,173.336,1.79177,0.155153
12600000,3,-2.48631,201.23,2.37627,0.15498
12630000,3,1.91739,153.419,1.94887,0.187
12660000,4,0.765385,198.318,3.91511,0.158433
12690000,4,4.82848,198.785,1.61385,0.151867
12720000,5,4.5515,166.842,2.14919,0.157025
12750000,3,2.4642,162.723,1.43142,0.190974
12780000,4,2.1067,188.341,0.972311,0.1656
12810000,3,-0.485416,168.62,2.71815,0.204483
12840000,3,-2.97193,197.167,1.82418,0.15464
12870000,3,1.81716,168.792,1.60955,0.189233
12900000,3,1.65537,197.532,1.55372,0.161033
12930000,2,3.74083,174.009,0.635453,0.188283
12960000,4,1.10897,194.037,3.79094,0.158047
12990000,4,-5.0055,187.984,3.34927,0.152853
13020000,3,-0.83422,191.316,1.53107,0.155967
13050000,4,-1.17965,182.392,2.92408,0.155156
13080000,2,-1.45896,170.639,0.754308,0.186287
13110000,7,5.36942,183.108,4.43386,0.152862
13140000,3,-9.19814,167.461,4.15392,0.169433
13170000,5,-1.01849,190.139,4.67146,0.157092
13200000,5,-0.861798,202.945,4.32481,0.157867
13230000,5,3.03251,193.56,2.99666,0.157529
13260000,4,-3.61913,199.862,0.881905,0.157392
13290000,4,-1.22984,209.05,2.35012,0.1476
13320000,4,1.20118,191.021,1.22669,0.15525
13350000,6,7.26624,188.991,3.90601,0.1477
13380000,2,-1.14251,163.392,2.42607,0.19793
13410000,4,-3.63399,192.73,3.36885,0.151983
13440000,3,4.21295,170.503,1.65906,0.19545
13470000,2,-6.66483,180.965,2.49132,0.1845
13500000,3,4.53895,207.531,0.770079,0.151307
13530000,2,-0.260227,156.758,1.12312,0.185333
13560000,4,3.98111,175.912,1.40594,0.15694
13590000,6,1.77731,189.168,2.77349,0.147467
13620000,4,-3.33827,207.404,0.31021,0.161637
13650000,3,4.44581,196.664,2.17867,0.151083
13680000,5,1.8663,202.544,2.55048,0.156067
13710000,4,-0.31708,190.625,2.73323,0.147744
13740000,3,0.393467,188.807,1.17593,0.14905
13770000,4,0.829606,208.417,1.56184,0.152867
13800000,2,2.27422,177.169,3.34981,0.184426
13830000,3,-1.87094,193.685,2.58269,0.155367
13860000,4,1.93903,215.195,1.06765,0.152233
13890000,3,2.23357,196.586,1.55169,0.160558
13920000,7,3.05082,205.455,4.50822,0.1445
13950000,3,-3.29773,206.847,2.05932,0.152633
13980000,4,2.9795,193.901,2.68578,0.153875
14010000,3,1.85373,206.157,2.55691,0.153939
14040000,2,2.0389,176.871,0.484056,0.187287
14070000,4,-2.8341,195.819,1.54588,0.149675
14100000,4,-2.23612,176.031,1.1871,0.157267
14130000,4,-0.0140566,206.406,2.51058,0.151633
14160000,3,2.06479,177.19,2.39541,0.155333
14190000,2,1.48653,165.46,0.471211,0.184767
14220000,4,-0.792041,197.274,3.47177,0.152567
14250000,5,-2.08926,171.44,3.63666,0.162667
14280000,3,-3.54846,191.118,1.4093,0.153925
14310000,3,4.61117,167.244,1.54556,0.185208
14340000,4,1.00778,192.731,3.97444,0.155322
14370000,4,3.71295,188.753,1.02072,0.1549
14400000,2,3.29846,177.143,0.574599,0.189444
14430000,4,0.0445569,183.969,1.63415,0.1473
14460000,5,0.0172115,212.055,3.37277,0.151044
14490000,4,-1.26872,198.613,1.98948,0.1518
14520000,8,4.61464,215.121,2.58909,0.156611
14550000,6,1.84647,198.161,2.41346,0.152958
14580000,2,0.182023,167.892,2.5794,0.184978
14610000,5,2.1929,191.885,6.19039,0.14745
14640000,3,-5.06508,202.369,3.64947,0.1508
14670000,3,-1.4634,190.46,2.87358,0.156493
14700000,5,-1.07905,217.264,1.95313,0.154533
14730000,4,2.46519,192.685,1.89592,0.148444
14760000,3,-0.00514693,189.259,1.22075,0.157533
14790000,3,-2.08821,186.492,3.40679,0.1623
14820000,4,7.61576,195.213,1.76543,0.150108
14850000,4,4.26191,180.593,1.68706,0.1505
14880000,3,-1.09503,186.598,2.69851,0.174389
14910000,3,2.63806,189.99,0.773762,0.161133
14940000,5,4.06132,183.224,1.47148,0.160767
14970000,3,-0.968217,178.165,3.92472,0.188431
15000000,5,1.05958,195.92,1.43579,0.159167
15030000,5,5.34436,197.588,2.73632,0.155467
15060000,5,1.32778,210.885,1.24677,0.155967
15090000,5,1.1629,180.061,2.42741,0.184267
15120000,4,1.74668,195.708,1.85543,0.15435
15150000,3,-1.7277,201.364,0.8203,0.151455
15180000,2,1.021,177.248,0.666797,0.185433
15210000,5,-0.23575,199.426,2.60566,0.1684
15240000,3,-1.03266,185.69,1.02893,0.157367
15270000,3,1.53873,200.545,1.97774,0.152642
15300000,4,0.646028,185.517,2.90186,0.151707
15330000,7,5.56172,191.615,2.11009,0.152833
15360000,3,3.92225,186.1,1.56947,0.156189
15390000,2,-2.37234,168.767,1.0702,0.185352
15420000,2,0.320797,177.838,1.37349,0.181467
15450000,4,-0.381784,184.059,2.62593,0.1474
15480000,3,1.53046,181.053,1.73876,0.157733
15510000,5,-1.13876,192.111,1.99622,0.155471
15540000,4,2.12101,201.353,0.995607,0.1536
15570000,2,-6.61845,166.44,3.60245,0.18712
15600000,3,3.34146,201.751,1.29703,0.149663
15630000,4,-0.807339,196.218,2.63361,0.147244
15660000,4,2.23876,184.353,1.98788,0.162867
15690000,3,-0.616475,177.809,3.95682,0.158183
15720000,3,-0.1658,162.166,1.15132,0.18474
15750000,2,2.73274,178.894,2.11441,0.188533
15780000,2,2.20189,173.943,1.65843,0.185633
15810000,4,2.62063,199.58,3.10931,0.162829
15840000,3,1.50934,175.678,2.42555,0.16028
15870000,6,5.13541,190.466,3.57132,0.152917
15900000,4,5.53109,176.827,1.21358,0.159917
15930000,5,1.96552,215.939,2.54377,0.1526
15960000,3,-1.39192,187.247,3.33225,0.158143
15990000,3,-0.435738,199.12,2.64603,0.156533
16020000,4,6.17169,192.205,1.74924,0.156
16050000,5,2.97266,176.761,3.74108,0.14905
16080000,3,-0.806013,171.213,4.09411,0.156152
16110000,3,-1.19237,172.242,2.51439,0.157633
16140000,4,0.239356,197.748,3.66185,0.145567
16170000,3,0.403831,191.652,1.2933,0.1496
16200000,5,2.40096,199.241,3.52338,0.156833
16230000,4,-1.23275,210.591,3.08505,0.152672
16260000,3,0.0577979,196.395,0.379892,0.153978
16290000,5,7.15324,206.303,1.84139,0.152844
16320000,3,4.1717,167.695,2.29939,0.189411
16350000,5,-5.35339,221.377,2.47115,0.147267
16380000,2,3.16931,164.123,0.925723,0.183767
16410000,5,2.41292,183.801,1.32277,0.1989
16440000,3,-1.58285,214.212,2.92075,0.147
16470000,3,2.38473,201.088,2.27278,0.147333
